skill_group_id,description_it
d294b17f-2b9e-5d75-a5ff-21950e724397,"Il design della moda, d'interni e industriale è lo studio della combinazione creativa di linea, forma e tessuto nella progettazione e realizzazione, ad esempio, di capi di moda, prodotti industriali e interni. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Costume design Progettazione di prodotti industriali Fashion design Architettura d'interni Design d'interni Scenografia Vetrinistica  === Esclusioni Lo studio della progettazione di edifici è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0731 'Architettura e urbanistica'. Lo studio del design industriale è escluso da questo campo di dettaglio se l'enfasi è posta sulle materie tecniche e non sul design artistico, ed è incluso nel campo di dettaglio appropriato sotto 071 'Ingegneria e mestieri dell'ingegneria'. La progettazione editoriale e il graphic design sono esclusi da questo campo di dettaglio e inclusi nel campo di dettaglio 0211 'Tecniche audiovisive e produzione mediatica'."
143397c3-52c1-52d3-b0fc-9a54d5ea83e2,"Le belle arti sono lo studio delle forme visive di espressione creativa e trattano teoria, storia, tecniche, esecuzione e produzione nelle belle arti. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Teoria dell'arte Calligrafia Incisione all'acquaforte Stampa d'arte Storia dell'arte Pittura Filosofia dell'arte Scultura  === Esclusioni La formazione in ceramica, vasellame ecc. è esclusa da questo campo di dettaglio e inclusa nel campo di dettaglio 0214 'Artigianato artistico'. Lo studio dell'architettura è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0731 'Architettura e urbanistica'. La formazione degli insegnanti nelle arti è esclusa da questo campo di dettaglio e inclusa nel campo di dettaglio 0114 'Formazione degli insegnanti con specializzazione disciplinare'."
71eef1c0-04fb-50d7-8e15-80863ba74ca8,"L'artigianato artistico è lo studio delle tecniche e delle competenze in un mestiere artigianale prescelto, come gioielleria, ceramica, tessitura, intaglio del legno ecc. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Ceramica Mestieri artigianali, arti popolari e artigianato Lavorazione artigianale dei metalli decorativi Artigianato indigeno Ricamo Floristica (composizione floreale) Arti e mestieri del vetro Oreficeria Gioielleria Costruzione di strumenti musicali (non industriale) Strumenti musicali (riparazione e accordatura) Argenteria Scultura in pietra (artigianale) Tessitura (artigianale) Intaglio del legno  === Esclusioni Lo studio della produzione industriale (meccanizzata su larga scala) di ceramiche, materiali tessuti, ricami ecc. è escluso da questo campo e incluso in uno dei campi di dettaglio del campo ampio 07 'Ingegneria, attività manifatturiere e costruzioni'."
62c9b350-79d0-5785-b523-039560271d67,"La musica e le arti dello spettacolo sono lo studio dei principi e delle tecniche associati alla performance che coinvolge musica, parola, movimento, mimo, caratterizzazione, improvvisazione e arte scenica. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Recitazione e regia Balletto Coreografia Circo Composizione (musica) Direzione (musica) Arte creativa e performativa Danza Arte drammatica Storia del cinema e del teatro Storia della musica Musica Direzione musicale Musicologia Teatro/Scienze teatrali  === Inclusioni Lo studio della storia e della teoria della musica e delle arti dello spettacolo è incluso qui.  === Esclusioni La formazione degli insegnanti di musica e di altre arti dello spettacolo è esclusa da questo campo di dettaglio e inclusa nel campo di dettaglio 0114 'Formazione degli insegnanti con specializzazione disciplinare'. 022 Discipline umanistiche (escluse le lingue)"
c43579f3-535e-5e02-ad32-cd45eb08bd56,"La religione e la teologia sono lo studio delle credenze religiose, dei concetti, dei simboli, delle espressioni e dei testi della spiritualità. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Storia delle religioni Studio dei libri sacri Studio delle diverse religioni Teologia  === Inclusioni Sono inclusi in questo campo di dettaglio i programmi per bambini e giovani, solitamente impartiti in scuole religiose o seminari, in monasteri ecc., volti a sviluppare un interesse per i principi della propria religione e una familiarità con la sua filosofia sufficiente a contribuire alla propagazione della propria fede.  === Esclusioni I programmi di base impartiti in scuole religiose, seminari ecc. contenenti istruzione religiosa ma senza porvi l'accento e senza condurre a una vocazione religiosa sono esclusi da questo campo di dettaglio e inclusi in 0011 'Programmi e qualifiche di base'. I programmi e le qualifiche di sharia islamica sono esclusi da questo campo di dettaglio e inclusi nel campo di dettaglio 0421 'Diritto'."
4e5ad58e-250f-559c-8774-478bc28237aa,"La storia è lo studio degli eventi passati, in particolare dello sviluppo politico, sociale ed economico di un paese, di un continente o del mondo. La storia della medicina è classificata qui, così come lo studio della storia della scienza e delle idee. L'archeologia è lo studio delle civiltà antiche attraverso l'analisi scientifica di ciò che si trova nel terreno. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Archeologia Storia culturale Studi folclorici Storia Storia della letteratura Storia della medicina Storia della scienza e delle idee Storia della tecnologia  === Inclusioni Sono inclusi qui il restauro e la conservazione del patrimonio artistico.  === Esclusioni Lo studio della letteratura combinato con lo studio di una lingua specifica è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0232 'Letteratura e linguistica'. Lo studio delle lingue classiche (latino ecc.) è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0231 'Acquisizione linguistica'. Lo studio della storia dell'arte è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0213 'Belle arti'. Lo studio della storia della musica e delle arti dello spettacolo è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0215 'Musica e arti dello spettacolo'. Lo studio della storia economica/storia dell'economia è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0311 'Economia'."
8a54b7ae-c8ba-5a09-af06-182f8f4fefc5,"La filosofia e l'etica sono lo studio della filosofia, dell'etica e delle materie correlate che riguardano la concezione della vita. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Etica Logica Morale Filosofia  === Esclusioni Lo studio della religione è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0221 'Religione'. Lo studio della filosofia delle arti è escluso da questo campo di dettaglio ed è incluso nel campo di dettaglio 0213 'Belle arti'"
ca1405bf-2773-5111-a03a-1c149f5e74ae,"L'acquisizione linguistica è lo studio della struttura e della composizione delle lingue insegnate come seconde lingue o lingue straniere (ossia destinate a parlanti non nativi o non fluenti della lingua). Include lo studio delle culture, della letteratura, della linguistica e della fonetica correlate, se riferite alla specifica lingua che si sta acquisendo e se parte dello stesso programma o della stessa qualifica. Le lingue classiche o morte sono incluse qui, poiché si presume che non vi siano parlanti nativi della lingua e quindi le modalità di insegnamento e il contenuto del curricolo sono più simili all'insegnamento delle lingue straniere. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Lingue classiche Lingue esogene Lingue straniere Interpretazione Fonetica Seconde lingue, ad esempio inglese come seconda lingua Lingua dei segni Interpretazione della lingua dei segni Traduzione  === Inclusioni: Gli studi di lingua e linguistica sono inclusi qui se la linguistica è riferita a una o più lingue specifiche che si stanno acquisendo e che fanno parte dello stesso programma o della stessa qualifica. La traduzione e l'interpretazione sono incluse qui.  === Esclusioni: Lo studio della lingua madre o prima lingua (ossia destinato a parlanti nativi, fluenti o competenti della lingua), anche se tale lingua non è una lingua nazionale del paese di studio (ad es. programmi per immigrati che apprendono la propria lingua madre), è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0232 'Letteratura e linguistica'."
e3827212-28b5-5ac1-b4a9-6a4c60b3a84b,"La letteratura e la linguistica sono qui definite come lo studio della lingua o delle lingue destinato a parlanti nativi, fluenti o competenti della lingua. Includono lo studio della letteratura e della linguistica correlate e possono includere o meno la struttura e la composizione della lingua. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Scrittura creativa Prima lingua Lingue indigene Linguistica Letteratura Lingue 'madri' Prime lingue native  === Inclusioni Sono incluse qui le lingue insegnate come prima lingua ('lingua madre'), anche se la lingua non è la lingua nazionale del paese di studio (ad es. programmi per immigrati nella loro lingua d'origine o prima lingua). Le lingue locali e regionali sono incluse qui se sono prime lingue parlate da una minoranza significativa nel paese e sono destinate a parlanti almeno competenti della lingua. Lo studio della letteratura comparata è incluso qui. Lo studio della linguistica generale (non riferito allo studio di una lingua particolare) è incluso qui. Lo studio della letteratura in generale (non combinato con lo studio di una lingua specifica) è incluso qui.  === Esclusioni I programmi linguistici sono esclusi da questo campo di dettaglio se la lingua è insegnata come lingua straniera o seconda lingua, e sono in tal caso inclusi in 0231 'Acquisizione linguistica'. I programmi di alfabetizzazione e competenze di calcolo sono esclusi da questo campo di dettaglio e inclusi nel campo di dettaglio 0021 'Alfabetizzazione e competenze di calcolo'. I programmi di lingua dei segni sono esclusi da questo campo di dettaglio e inclusi nel campo di dettaglio 0231 'Acquisizione linguistica'."
88dbcdcb-a106-5eb3-8be3-9e243405c720,Sono classificati qui i programmi e le qualifiche interdisciplinari in cui il maggior tempo di apprendimento previsto è dedicato alle arti e alle discipline umanistiche.
76546f1c-791f-57fb-a9d3-19e305cab90e,"L'economia è lo studio della politica economica, della teoria economica e del processo decisionale economico. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Econometria Storia economica Economia Economia politica  === Esclusioni Lo studio dell'economia in cui l'enfasi è posta sugli studi aziendali è escluso da questo campo di dettaglio e classificato sotto 041 'Attività aziendali e amministrazione'. Lo studio dell'economia domestica è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 1011 'Servizi domestici'."
09281325-452d-5713-bf6f-51309a868d5b,Le scienze politiche e l'educazione civica sono lo studio del governo e dei principi o della pratica politica. Lo studio dei diritti e dei doveri dei cittadini è incluso qui. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Educazione civica Diritti umani Relazioni internazionali Studi su pace e conflitti Storia politica Scienza politica Studi sulle politiche pubbliche  === Esclusioni Lo studio dell'economia politica è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0311 'Economia'.
33d07c68-d31f-5bc5-a845-0bb836aae40c,"La psicologia è lo studio della mente e del comportamento umani come risultato delle differenze individuali, dell'esperienza e dell'ambiente. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Scienze cognitive Psicoanalisi Psicologia Psicoterapia"
2ea25e49-e6f1-509e-8e46-2d4417805ecb,"La sociologia e gli studi culturali sono lo studio degli esseri umani e del modo in cui si comportano in gruppo e in relazione alla società. Lo studio dell'etnologia e dell'antropologia sociale è incluso qui, così come lo studio della geografia umana e sociale. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Criminologia Geografia culturale Studi culturali Demografia/studi sulla popolazione Etnologia Studi di genere Antropologia sociale Sociologia  === Esclusioni L'assistenza sociale in cui l'enfasi è posta sul lavoro sociale pratico è esclusa da questo campo di dettaglio e inclusa nel campo di dettaglio 0923 'Lavoro sociale e counselling'. La geografia fisica è esclusa da questo campo di dettaglio e inclusa nel campo di dettaglio 0532 'Scienze della Terra'."
f6bc82de-b403-5e68-9624-874872cb43e3,"Il giornalismo e il reportage sono lo studio della teoria e delle pratiche del giornalismo/reportage come parte del campo della comunicazione di massa. Il giornalismo e il reportage riguardano la formulazione e il contenuto dei messaggi. Comprendono la cronaca, la scrittura di commenti e di articoli di approfondimento di interesse pubblico ecc. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Giornalismo radiotelevisivo Editing Informazione (formulazione e contenuto) Giornalismo Comunicazione di massa (formulazione e contenuto) Cronaca  === Esclusioni Lo studio delle tecniche per la comunicazione di massa (ad es. stampa e produzione radiotelevisiva) è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0211 'Tecniche audiovisive e produzione mediatica'. Lo studio dell'impaginazione e della progettazione editoriale è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0211 'Tecniche audiovisive e produzione mediatica'. Lo studio delle relazioni pubbliche è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0414 'Marketing e pubblicità'."
ea738e73-53c4-5c5a-811b-6720fb93eda0,"Gli studi di biblioteconomia, informazione e archivistica sono lo studio dei metodi di selezione, acquisizione, organizzazione e conservazione di raccolte di informazioni e di facilitazione dell'uso delle informazioni. Gli studi museali e biblioteconomici sono inclusi qui. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Scienze archivistiche Studi curatoriali Documentazione Scienza dell'informazione Biblioteconomia Documentazione museale Studi museali Museologia  === Esclusioni Il restauro e la conservazione del patrimonio artistico sono esclusi da questo campo e inclusi nel campo 0222 'Storia e archeologia'."
6db73d6d-f5a7-5d70-a798-1370e6d14b6f,"Sono classificati qui i programmi e le qualifiche interdisciplinari in cui il maggior tempo di apprendimento previsto è dedicato alle scienze sociali, al giornalismo e all'informazione."
58d9001b-be5d-56de-9b35-bec8b9047a03,"La contabilità e la fiscalità sono lo studio della tenuta, della revisione e della registrazione delle transazioni finanziarie. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Contabilità Revisione contabile Tenuta dei libri contabili Contabilità fiscale Gestione fiscale  === Esclusioni Lo studio del diritto tributario è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0421 'Diritto'."
48d5e279-fa69-5a1d-b088-b3c5fe2a1f75,"La finanza, l'attività bancaria e assicurativa sono lo studio della pianificazione, della direzione, dell'organizzazione e del controllo delle attività e dei servizi finanziari. Includono il controllo e il monitoraggio delle risorse finanziarie di organizzazioni, istituzioni e individui, nonché la fornitura di servizi finanziari a livello aziendale e individuale. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Studi per operatore di sportello bancario Attività bancaria e finanza Teoria della finanza Assicurazione Analisi degli investimenti Investimenti e titoli Assicurazione pensionistica Assicurazione sociale Intermediazione di borsa  === Esclusioni Lo studio delle scienze attuariali è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0542 'Statistica'."
0612cd38-f5f0-5819-b49f-3b7145718f50,"La gestione e l'amministrazione sono lo studio della pianificazione, della direzione e della conduzione delle funzioni e delle attività di organizzazioni e istituzioni. I programmi di gestione che includono anche amministrazione, economia, finanza ecc. sono inclusi qui se l'enfasi è posta sulla gestione e sull'amministrazione. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Amministrazione Gestione dell'istruzione Gestione dell'impiego Imprenditorialità Amministrazione sanitaria Gestione della logistica Scienze gestionali Gestione d'ufficio Teoria e comportamento organizzativo Amministrazione del personale Gestione del personale Corsi 'Avvia la tua impresa' Gestione della catena di fornitura Gestione della formazione  === Inclusioni: Lo studio della leadership nel contesto del management è incluso qui.  === Esclusioni: La formazione alla leadership nel contesto dello sviluppo personale è esclusa da questo campo di dettaglio e inclusa nel campo di dettaglio 0031 'Competenze personali'. Lo studio dell'amministrazione nel senso di lavoro d'ufficio è escluso da questo campo di dettaglio e incluso nel campo di dettaglio 0415 'Lavoro di segreteria e d'ufficio'."
c59c651d-76db-5264-8262-8ded51ec2140,"Il marketing e la pubblicità sono lo studio della promozione dei processi di scambio di beni e servizi tra organizzazioni e/o individui, e lo studio del comportamento e delle esigenze dei consumatori. Includono lo studio del ruolo dello sviluppo del prodotto, della determinazione dei prezzi, della distribuzione, della promozione e delle vendite al fine di massimizzare le prestazioni aziendali. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Pubblicità Comportamento del consumatore Ricerche di mercato Marketing Merchandising Relazioni pubbliche"
776a07e0-0e41-50ff-8056-0e5d16aabeba,"Il lavoro di segreteria e d'ufficio è lo studio delle procedure e delle pratiche amministrative, delle tecnologie d'ufficio e delle competenze impiegatizie, di stenografia e di tastiera. I programmi di segreteria specializzati (bilingue, medici, legali, contabili ecc.) sono inclusi se il programma ha come obiettivo il lavoro di segreteria, piuttosto che il lavoro come assistenti specializzati. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Servizi amministrativi e di segreteria Programmi impiegatizi Inserimento dati Programmi per segretari con lingue straniere Competenze di tastiera Programmi per segretari legali Programmi per segretari medici Uso delle attrezzature d'ufficio Formazione per receptionist Programmi di segreteria Stenografia Servizio di centralino Dattilografia  === Inclusioni Sono inclusi qui i programmi di segreteria ampi comprendenti, tra l'altro, corsi di informatica.  === Esclusioni I programmi o le qualifiche distinti nell'uso di uno specifico software sono esclusi da questo campo di dettaglio e inclusi nel campo di dettaglio 0611 'Uso del computer'. La gestione d'ufficio è esclusa da questo campo di dettaglio e inclusa nel campo di dettaglio 0413 'Gestione e amministrazione'. I programmi per receptionist d'albergo sono esclusi da questo campo di dettaglio e inclusi nel campo di dettaglio 1013 'Servizi alberghieri, di ristorazione e catering'."
b22cfc5c-cf23-513d-bfb5-daa161d350b8,"La vendita all'ingrosso e al dettaglio è lo studio dell'acquisto e della vendita di beni e servizi, inclusi la gestione delle scorte, le pratiche di determinazione dei prezzi, la prevenzione delle perdite, i sistemi e le procedure di vendita. Include lo studio del funzionamento e delle tendenze attuali dei settori del commercio all'ingrosso e al dettaglio. È inclusa anche la vendita di edifici e proprietà immobiliari. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Vendita all'asta Servizi ai consumatori Tecniche dimostrative Acquisti Attività immobiliare Commercio al dettaglio Gestione delle giacenze Magazzinaggio Commercio all'ingrosso  === Inclusioni Lo studio dell'acquisto e della vendita di edifici e proprietà immobiliari è incluso qui."
85c378da-7e65-5e0a-ae62-733b61e7ad28,"Le competenze lavorative sono lo studio della struttura e del funzionamento della vita lavorativa. Comprendono programmi, per lo più erogati come formazione del personale, relativi al luogo di lavoro e alle mansioni lavorative. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Esigenze dei clienti Conoscenza dell'azienda Formazione al servizio clienti Corsi di 'introduzione al lavoro' Organizzazione sul lavoro Assicurazione della qualità Corsi sindacali (generali) Sviluppo del lavoro  === Inclusioni La formazione del personale relativa al luogo di lavoro o alle mansioni lavorative è inclusa qui.  === Esclusioni La formazione relativa al luogo di lavoro o alle mansioni lavorative è esclusa da questo campo di dettaglio se riguarda più lo sviluppo personale che lo sviluppo professionale ed è inclusa nel campo di dettaglio 0031 'Competenze personali'. La formazione del personale classificabile in qualsiasi altro campo è esclusa da questo campo di dettaglio e inclusa nel campo appropriato (ad es. i corsi sulla qualità, se tecnici, dovrebbero essere inclusi nei campi di dettaglio sotto 071 'Ingegneria e mestieri dell'ingegneria'.) I programmi sull'ambiente di lavoro dovrebbero essere inclusi nel campo di dettaglio 1022 'Salute e sicurezza sul lavoro'. I programmi, per lo più di livello terziario, che trattano la vita lavorativa in generale in termini di mercato del lavoro, parti sociali, psicologia industriale ecc. sono esclusi da questo campo di dettaglio e inclusi nei campi di dettaglio sotto 031 'Scienze sociali e comportamentali'."
19a2acc1-c74b-5015-8bf1-7ab957603f5d,"Il diritto è lo studio dei principi e delle procedure per il mantenimento formale dell'ordine sociale, inclusa la formazione per le professioni legali, come quella di avvocato, o la formazione per la magistratura. Sono classificati qui i programmi e le qualifiche con i seguenti contenuti principali: Diritto commerciale Studi di giustizia penale Storia del diritto Diritto indigeno Giurisprudenza Diritto del lavoro Pratica legale Notariato/pratica notarile Studi paralegali  === Esclusioni I programmi di stenotipia giudiziaria e i programmi per segretari legali sono esclusi da questo campo di dettaglio e inclusi nel campo di dettaglio 0415 'Lavoro di segreteria e d'ufficio'. Gli studi di polizia sono esclusi da questo campo di dettaglio e inclusi nel campo di dettaglio 1032 'Protezione di persone e proprietà'."
