entity_table,entity_id,field,locale,text,source
sys_kpi_definitions,563ca428-ec74-4f5b-8af0-a6e30b77d09c,name,en,AUM growth,LLM
sys_kpi_definitions,2a9db81b-e705-421d-a91e-01e9ea29c4e5,name,en,Client satisfaction,LLM
sys_kpi_definitions,3af00155-9e6e-43be-b393-a11143bdd3d8,name,en,Revenue per advisor,LLM
sys_kpi_definitions,75122757-e244-47b8-ab27-b0764720c266,name,en,Uptime,LLM
sys_kpi_definitions,92dd9c41-32cf-4170-b537-b7521dbb82ab,name,en,Mean time to resolve,LLM
sys_kpi_definitions,79c0ba59-48c5-441e-a247-1a0503534502,name,en,Change success rate,LLM
sys_kpi_definitions,eb3b467d-58a2-4564-b586-ab6b80bfe51f,name,en,KYC verification time,LLM
sys_kpi_definitions,a85def34-951f-4174-8933-7ade83e57a8a,name,en,AML alert resolution time,LLM
sys_kpi_definitions,baebe8af-e417-44f4-baba-ba755a1a77cd,name,en,Customer activation rate,LLM
sys_kpi_definitions,dfe3c511-cb2a-4dee-934f-842870710f4c,name,en,Onboarding NPS,LLM
sys_kpi_definitions,c94df0af-8ba6-4b70-a0f0-65d8700ee215,name,en,Liquidity Coverage Ratio (LCR),LLM
sys_kpi_definitions,dc5e379f-a18e-4096-9fc7-22316e139bcc,name,en,Net Stable Funding Ratio (NSFR),LLM
sys_kpi_definitions,8cf636b1-2818-4c5c-8e1b-9fab9ab27a4d,name,en,FX trading P&L variance,LLM
sys_kpi_definitions,8375a18c-db1b-45d0-ac7d-68f33cda2efa,name,en,Liquidity buffer days,LLM
sys_kpi_definitions,c21c5d65-dc30-4f86-89ae-049a2144163d,name,en,High-severity audit findings,LLM
sys_kpi_definitions,928056e6-adc6-4e6c-8913-afd54a50eabe,name,en,Audit plan completion rate,LLM
sys_kpi_definitions,9087f6fd-c340-4675-8f82-78c02bc45008,name,en,Findings closure time,LLM
sys_kpi_definitions,dacf1ecc-b265-4340-a0af-ab53fb9bdbd8,name,en,Repeat findings rate,LLM
sys_kpi_definitions,e9a51b1a-0a63-4d3b-acda-c0686ef056ed,name,en,Authorization time,LLM
sys_kpi_definitions,244ef50b-9554-4ea1-87ab-051c82762485,name,en,Production estimate accuracy,LLM
sys_kpi_definitions,689366a4-d9ca-4ef9-a8ef-daaaeedfd879,name,en,Design cost to CAPEX ratio,LLM
sys_kpi_definitions,9441132e-8f6e-4bd6-8c1a-d4d45742e3c4,name,en,Schedule adherence,LLM
sys_kpi_definitions,4c85f34e-287f-44c7-ac73-d1e53bdf943a,name,en,Construction site injuries,LLM
sys_kpi_definitions,cdc09eb4-c1a9-4495-9a99-b00c4049966c,name,en,Budget variance,LLM
sys_kpi_definitions,2f1751dc-aed7-43f4-ac3f-f928eb2a2add,name,en,Plant availability,LLM
sys_kpi_definitions,0e600380-a0fe-46e2-a08a-e2a96bdc84b8,name,en,MTTR (Mean Time To Repair),LLM
sys_kpi_definitions,c07acb9b-9b9e-47db-946d-854fecb7d8cd,name,en,Unplanned failures,LLM
sys_kpi_definitions,8a996cea-28da-49b3-b99e-9d68e5cc9980,name,en,Performance Ratio,LLM
sys_kpi_definitions,cb11a79e-c24d-47cf-b660-d2f3aae73a9e,name,en,Anomaly detection time,LLM
sys_kpi_definitions,3b7e818b-ccea-407d-af17-d0f5c08e6f0f,name,en,Specific yield,LLM
sys_kpi_definitions,8da26685-5dae-4cf3-9040-475d92b8d055,name,en,Churn rate,LLM
sys_kpi_definitions,e0e79f5a-0efc-4f9b-b4a6-7e4ece641f62,name,en,Customer NPS,LLM
sys_kpi_definitions,ce7b9565-7167-4bfc-a15f-5344e55b159a,name,en,Average ticket resolution time,LLM
sys_kpi_definitions,f14f7d62-a7f9-4d8f-846e-9e52f313aceb,name,en,CO2 reduction,LLM
sys_kpi_definitions,38f2ef9d-bd8b-45cd-a794-2b5e036bc93c,name,en,Regulatory compliance,LLM
sys_kpi_definitions,a6126154-6406-4204-9408-c78604714415,name,en,ESG rating,LLM
sys_kpi_definitions,8da94cb9-6fab-4c8f-8405-d0b6045b0345,name,en,Average sales spread,LLM
sys_kpi_definitions,4f13c8a1-ace8-43ea-aca1-287671a314f3,name,en,Production forecast error,LLM
sys_kpi_definitions,1717b371-777d-46d5-a24b-1cfe7b56589c,name,en,Imbalance penalties,LLM
sys_kpi_definitions,7757e534-a6a8-45eb-af6b-08271b19a998,name,en,Procurement lead time,LLM
sys_kpi_definitions,6c0fae05-3e5c-44d3-a3cb-d15399e56067,name,en,Supply compliance rate,LLM
sys_kpi_definitions,b9fc9a8b-e640-44b0-b455-5077938d88a4,name,en,Negotiation savings,LLM
sys_kpi_definitions,1c1a6818-fe0b-44af-8ab6-2f8d8c03c354,name,en,OEE (Overall Equipment Effectiveness),LLM
sys_kpi_definitions,53c2b55a-34f4-46ec-b7c1-e0ab3344f8a7,name,en,Production scrap,LLM
sys_kpi_definitions,c0f7c924-c25d-4e16-815e-cd384629b7ef,name,en,Production plan adherence,LLM
sys_kpi_definitions,ffd80cad-193d-4239-9ef5-c040755bb903,name,en,Critical non-conformities,LLM
sys_kpi_definitions,518510ae-905e-4a63-8f93-f5a7590ce68c,name,en,NC closure time,LLM
sys_kpi_definitions,3b8ba215-e46f-47e4-be5f-2819caddbf4b,name,en,Microbiological test compliance,LLM
sys_kpi_definitions,7d4c403b-909c-45b3-8ff9-0136c25e11cf,name,en,OTIF (On Time In Full),LLM
sys_kpi_definitions,d8ec09ab-0603-44ca-b5d1-560c5bd5128c,name,en,Inventory turnover,LLM
sys_kpi_definitions,9dbd6d8c-a363-4e72-9f51-ea64418bd771,name,en,Logistics cost to revenue ratio,LLM
sys_kpi_definitions,18eb2a25-5404-448c-8a4b-24c72be7189e,name,en,Revenue per customer,LLM
sys_kpi_definitions,81f05640-4205-4779-beed-beec438bd456,name,en,Trade promotion ROI,LLM
sys_kpi_definitions,8932cdfd-84b8-40c7-b401-964c6cc44b4d,name,en,Distribution penetration,LLM
sys_kpi_definitions,43e87c50-4618-489d-bf49-793a82130c80,name,en,Time to market,LLM
sys_kpi_definitions,349d4bea-07a2-4ad9-817f-edc8d45f515a,name,en,Launch success rate,LLM
sys_kpi_definitions,b03101e4-11bc-416c-89b1-0cf3905631ef,name,en,Revenue from innovation,LLM
sys_kpi_definitions,9c0ed0b7-0d5a-4e24-9928-5b3dde06806a,name,en,BRC/IFS audit score,LLM
sys_kpi_definitions,d8819294-3450-448c-9ae5-8f46e27fbc28,name,en,Open NCs from audits,LLM
sys_kpi_definitions,5421bd44-ea20-483c-82e0-b2fa2fead114,name,en,HACCP training completed,LLM
sys_kpi_definitions,8c7837c4-c710-4f1b-8dbd-1687ec7e2c89,name,en,Environmental Compliance Score,LLM
sys_kpi_definitions,96cf54f0-7e2a-4aed-b386-3a8ac81d700c,name,en,Customer satisfaction,LLM
sys_kpi_definitions,7934f51c-78da-452f-a64b-2b86b6033219,name,en,Customer satisfaction,LLM
sys_kpi_definitions,ce181145-6e26-4c2f-859b-98e945f7f537,name,en,Customer satisfaction,LLM
sys_kpi_definitions,2d561108-c532-4787-833b-f2640ec11600,name,en,Customer satisfaction,LLM
sys_kpi_definitions,9e3039b4-5ea1-4dee-9b53-a3c3a52df80c,name,en,Customer satisfaction,LLM
sys_kpi_definitions,d7f4b7d7-866c-4a73-a124-47745443db43,name,en,Customer satisfaction,LLM
sys_kpi_definitions,c74d1585-f153-49e0-a370-281a88ad6433,name,en,Customer satisfaction,LLM
sys_kpi_definitions,e6319d12-9d21-452e-bb45-75cfd260812a,name,en,Customer satisfaction,LLM
sys_kpi_definitions,4f11b640-8d2d-4cc0-b907-3f37e123a25d,name,en,Customer satisfaction,LLM
sys_kpi_definitions,66dfa535-75ab-440b-bcd1-9d7252233712,name,en,Product Defect Rate,LLM
sys_kpi_definitions,bab2ea09-f789-457e-a5df-4fa3e3fd18af,name,en,Energy Savings Achieved (MWh),LLM
sys_kpi_definitions,ac327ac8-314a-40f4-b45f-138026e23002,name,en,GHG Reduction Target %,LLM
sys_kpi_definitions,5323434a-800f-4360-b75c-2d8683540291,name,en,HACCP Compliance Score,LLM
sys_kpi_definitions,50f7f9ba-bd5c-44bf-a812-095df99023e7,name,en,Development and innovation,LLM
sys_kpi_definitions,6b01580c-a2a4-430e-a678-04e50ed01e18,name,en,Development and innovation,LLM
sys_kpi_definitions,826afa69-fdac-4dd7-a635-0b3863d59966,name,en,Development and innovation,LLM
sys_kpi_definitions,41d1574d-a537-4ac5-b510-3a014eca3afc,name,en,Development and innovation,LLM
sys_kpi_definitions,b2e2a3c0-6114-4eec-98d6-01de1a53b5c9,name,en,Development and innovation,LLM
sys_kpi_definitions,33c3b8b6-b38f-407d-8f77-2bf0e469a016,name,en,Development and innovation,LLM
sys_kpi_definitions,391134f4-5e64-45b6-8ef9-5aa5401335d7,name,en,Development and innovation,LLM
sys_kpi_definitions,00f2cac4-7e40-41d3-9c7d-64fdea9968e7,name,en,Development and innovation,LLM
sys_kpi_definitions,26e13aa5-5395-497e-9691-7d102a8097a2,name,en,Development and innovation,LLM
sys_kpi_definitions,4f35bf99-fd95-4f67-977f-5011f70b0667,name,en,Retail customer NPS 1,LLM
sys_kpi_definitions,c3c98d24-7311-42a6-a542-469b64cc3d20,name,en,Average account opening time 1,LLM
sys_kpi_definitions,aacba42e-c1e8-401c-8303-c0fa2924d6d3,name,en,Digital transaction volumes 1,LLM
sys_kpi_definitions,9c2ee389-ae43-47b9-8f37-87dc3e3dd564,name,en,Customer satisfaction index 1,LLM
sys_kpi_definitions,63c8ef10-50d5-403c-8fd8-c8f1db7b92b6,name,en,Customer retention rate 1,LLM
sys_kpi_definitions,08d60b05-98c6-4812-8ca1-bc6529e8cd56,name,en,Number of cases handled 1,LLM
sys_kpi_definitions,40f2175a-8a43-44c8-af84-4197b212ba8c,name,en,Cost per acquisition 1,LLM
sys_kpi_definitions,37ff5721-77de-40dd-8af1-6c84cc1a9d4c,name,en,Revenue per FTE 1,LLM
sys_kpi_definitions,3e0e4f43-b873-4f75-af98-65ecf5b8c4e3,name,en,Operational error rate 1,LLM
sys_kpi_definitions,95bcbd6f-6f22-46f3-b3a0-857d65fd7cbb,name,en,Turnover Rate,LLM
sys_kpi_definitions,d6eda197-23ba-460d-8fb5-416163bc6416,name,en,AML/KYC compliance score 1,LLM
sys_kpi_definitions,bb76d9fd-1a35-4466-b87a-1a28937c38a5,name,en,Average complaint resolution time 1,LLM
sys_kpi_definitions,8c658150-3b92-41f7-ad3e-6985239299b5,name,en,Cross-selling ratio 1,LLM
sys_kpi_definitions,ca23879c-0eb6-4d9e-9ffd-dee6b7b9098e,name,en,Intermediation margin 1,LLM
sys_kpi_definitions,ab0ea716-67c9-413e-89c3-8baf6d1e1849,name,en,Loan coverage ratio 1,LLM
sys_kpi_definitions,ff4d5037-3f38-4c96-87d7-c30e45818434,name,en,Lead conversion rate 2,LLM
sys_kpi_definitions,a87e076b-511b-4fa2-a0ad-66e9c03418d8,name,en,Retail customer NPS 2,LLM
sys_kpi_definitions,d06267a8-27ff-4491-9da5-2ee1fc82a58e,name,en,Average account opening time 2,LLM
sys_kpi_definitions,8990c542-3c8e-48a3-867d-e806886cb898,name,en,Digital transaction volumes 2,LLM
sys_kpi_definitions,13311071-bad0-49a3-8403-aa25b440e943,name,en,Customer satisfaction index 2,LLM
sys_kpi_definitions,158aa25b-c4d5-4fd0-8731-45c6d1d8db51,name,en,Employee Satisfaction,LLM
sys_kpi_definitions,f4d9b080-5871-464b-9cc3-89c4898a98a3,name,en,Customer retention rate 2,LLM
sys_kpi_definitions,b585c3e0-ab4a-4ee9-8a7b-0648d61239ca,name,en,Number of cases handled 2,LLM
sys_kpi_definitions,7f5fa177-0463-4d1c-a1cb-4eb9eed2d819,name,en,Cost per acquisition 2,LLM
sys_kpi_definitions,f3a19afb-8eff-45f5-9bcf-36a966b3b973,name,en,Revenue per FTE 2,LLM
sys_kpi_definitions,a2d43b11-2356-418a-9e1d-ad59f84fd557,name,en,Operational error rate 2,LLM
sys_kpi_definitions,665de2a5-9f49-46e3-b17e-11a2b9c8d267,name,en,AML/KYC compliance score 2,LLM
sys_kpi_definitions,49444935-fe17-437f-9127-c61931463454,name,en,Average complaint resolution time 2,LLM
sys_kpi_definitions,e50233c6-9943-4e41-aef9-f91380a5728e,name,en,Cross-selling ratio 2,LLM
sys_kpi_definitions,0137b6fb-4fb4-4cc0-ac30-b3ab85f8b708,name,en,Intermediation margin 2,LLM
sys_kpi_definitions,f7879d76-bb21-41e4-a4d6-44af4066fb4c,name,en,Loan coverage ratio 2,LLM
sys_kpi_definitions,b301c2dc-7c2a-4bdc-abda-1c55b32bcd17,name,en,Training Hours,LLM
sys_kpi_definitions,8c7a9513-8baf-4792-9212-95921b52f782,name,en,Lead conversion rate 3,LLM
sys_kpi_definitions,5beb2353-bd67-4a33-9d17-ecf94c881283,name,en,Retail customer NPS 3,LLM
sys_kpi_definitions,42315326-7d4b-4a0c-adb6-6812bfe17298,name,en,Average account opening time 3,LLM
sys_kpi_definitions,55ea9af2-a21f-434e-a37d-c593146b60da,name,en,Digital transaction volumes 3,LLM
sys_kpi_definitions,a2e1e206-c705-4e6c-b8c2-817dcb63d1b4,name,en,Customer satisfaction index 3,LLM
sys_kpi_definitions,64a6d1b5-7d3c-403c-901c-4b8fae5b39f1,name,en,Customer retention rate 3,LLM
sys_kpi_definitions,075d8a6f-626f-4a2d-bcfa-7d3d8f49b364,name,en,Number of cases handled 3,LLM
sys_kpi_definitions,2cf7219d-035c-479b-99b0-a2c5c1f267b2,name,en,Cost per acquisition 3,LLM
sys_kpi_definitions,7f8116ba-feb3-472c-8ba8-b63325bdf49f,name,en,Revenue per FTE 3,LLM
sys_kpi_definitions,22ad21da-4d3d-41fd-9336-243fa8fd99d5,name,en,Operational error rate 3,LLM
sys_kpi_definitions,4c640d55-8960-4a64-93dc-07e257f1c07d,name,en,Goal Completion,LLM
sys_kpi_definitions,a480cdb8-4332-4438-967d-c3b551f70d6c,name,en,AML/KYC compliance score 3,LLM
sys_kpi_definitions,5846f7c9-865b-420a-9b56-59d595ab6107,name,en,Average complaint resolution time 3,LLM
sys_kpi_definitions,08d0f891-7a70-4266-82c6-c3fd262ff1a9,name,en,Cross-selling ratio 3,LLM
sys_kpi_definitions,0cf0a429-7b93-4088-a96a-27db01af6117,name,en,Intermediation margin 3,LLM
sys_kpi_definitions,1292e91c-629f-4ba7-b3a0-6537e2694512,name,en,Loan coverage ratio 3,LLM
sys_kpi_definitions,855b6149-ceac-45bd-9ac4-b92ea5d8bb85,name,en,Lead conversion rate 4,LLM
sys_kpi_definitions,c0e6253b-1783-47c6-9971-e33fe9ab82d7,name,en,Retail customer NPS 4,LLM
sys_kpi_definitions,96e820f8-d5e4-4798-81a9-6edfb1ba308c,name,en,Average account opening time 4,LLM
sys_kpi_definitions,7cd759a6-9497-4af3-99fd-d1a84d044c31,name,en,Digital transaction volumes 4,LLM
sys_kpi_definitions,e57a0f71-ca11-4649-bacb-5e0c8a79d53a,name,en,Customer satisfaction index 4,LLM
sys_kpi_definitions,f78fbe0d-05f1-4d35-b61a-9087138d3560,name,en,NPL Ratio,LLM
sys_kpi_definitions,8e1feece-13ac-4e14-a197-b503fc294b2b,name,en,Customer retention rate 4,LLM
sys_kpi_definitions,fc2948ef-e325-4eb0-b71d-29c520f42628,name,en,Number of cases handled 4,LLM
sys_kpi_definitions,dc3e4ff2-3daa-444b-ae78-43d22c1aa622,name,en,Cost per acquisition 4,LLM
sys_kpi_definitions,4add9438-3d53-42cf-86e1-d094632ea82e,name,en,Revenue per FTE 4,LLM
sys_kpi_definitions,7cf3e8af-192e-4c84-8c06-b66f03688b41,name,en,Operational error rate 4,LLM
sys_kpi_definitions,6c451520-702c-46e5-9c07-cb64b96aa6bd,name,en,AML/KYC compliance score 4,LLM
sys_kpi_definitions,b994b384-ff67-4ac9-98b5-6d463491fe36,name,en,Average complaint resolution time 4,LLM
sys_kpi_definitions,3a53b23e-4063-47bb-ac86-3c50d05a606c,name,en,Cross-selling ratio 4,LLM
sys_kpi_definitions,155aed3f-76cf-4a83-8680-4822ac88e7ae,name,en,Intermediation margin 4,LLM
sys_kpi_definitions,4da21f50-a17d-4ec2-8571-8b9f07c1aea6,name,en,Loan coverage ratio 4,LLM
sys_kpi_definitions,1e79b4bc-6b92-4080-b54b-d03580a38f31,name,en,Cost-Income Ratio,LLM
sys_kpi_definitions,6653292f-d0a9-44fc-b571-9e0e686ea5a2,name,en,Lead conversion rate 5,LLM
sys_kpi_definitions,ccdd618e-b09e-4fb9-b38d-7f26d7d244a8,name,en,Retail customer NPS 5,LLM
sys_kpi_definitions,25dcd288-2549-43fe-aa22-deaec71f3dd8,name,en,Average account opening time 5,LLM
sys_kpi_definitions,7338451c-dcaa-4ff3-bae6-8396f9985f4b,name,en,Digital transaction volumes 5,LLM
sys_kpi_definitions,eb917760-1172-4c14-880b-36cad969db0c,name,en,Customer satisfaction index 5,LLM
sys_kpi_definitions,14fd79a2-f46e-4462-8de4-1a2ea949e6e3,name,en,Customer retention rate 5,LLM
sys_kpi_definitions,0af4c629-9b0f-4e21-9788-565b4073fa31,name,en,Number of cases handled 5,LLM
sys_kpi_definitions,3837b337-9adb-4d81-afc6-a2a7894a05e7,name,en,Cost per acquisition 5,LLM
sys_kpi_definitions,674da608-e9d9-4797-9f54-eff83731fdb7,name,en,Revenue per FTE 5,LLM
sys_kpi_definitions,03cb6b20-5fe5-40ab-a51e-eae57528dbbc,name,en,Operational error rate 5,LLM
sys_kpi_definitions,d05477b8-537a-4221-9137-eac905685cad,name,en,Customer NPS,LLM
sys_kpi_definitions,8713af9b-fe8e-4c70-83b1-5606b15122ec,name,en,AML/KYC compliance score 5,LLM
sys_kpi_definitions,56e6cc6b-f7eb-4829-a3f7-c94230e749fa,name,en,Average complaint resolution time 5,LLM
sys_kpi_definitions,baf7d25d-88a2-4476-a6b0-3c1663a2f2da,name,en,Cross-selling ratio 5,LLM
sys_kpi_definitions,47a6e316-a47f-4dc2-bde6-00c385fa1770,name,en,Intermediation margin 5,LLM
sys_kpi_definitions,871b9601-5690-4377-a738-2113038ce329,name,en,Loan coverage ratio 5,LLM
sys_kpi_definitions,ccbdca3c-3779-4d93-8c18-6b5fe9202c44,name,en,Lead conversion rate 6,LLM
sys_kpi_definitions,fa241fac-cc52-4125-aa99-35a8643c6bd9,name,en,Retail customer NPS 6,LLM
sys_kpi_definitions,111718e8-345c-4f4d-b75d-55baf19867d2,name,en,Average account opening time 6,LLM
sys_kpi_definitions,2543c518-5ea2-4276-9e49-23d21a143b58,name,en,Digital transaction volumes 6,LLM
sys_kpi_definitions,3a45067f-058c-4664-9cb5-3ed783331859,name,en,Customer satisfaction index 6,LLM
sys_kpi_definitions,f2a19342-1a9c-4a11-acc2-12704f20eb57,name,en,Cross-Selling Ratio,LLM
sys_kpi_definitions,f2d037a0-d25f-4f24-b99a-342b9fc2e384,name,en,Customer retention rate 6,LLM
sys_kpi_definitions,fb5615b1-f504-4790-86fd-781e70a4f8b8,name,en,Number of cases handled 6,LLM
sys_kpi_definitions,d13166c3-60ae-4b37-8235-0f4a47b00b6d,name,en,Cost per acquisition 6,LLM
sys_kpi_definitions,ef237e08-726d-43fe-8ac6-d445ffd9b6a5,name,en,Revenue per FTE 6,LLM
sys_kpi_definitions,056d3b74-fd19-407d-8b03-942102e98c47,name,en,Operational error rate 6,LLM
sys_kpi_definitions,a956bc8c-d64f-4379-9ef0-ed43ecf91cd5,name,en,AML/KYC compliance score 6,LLM
sys_kpi_definitions,8519b8a7-9f83-447a-a2aa-ac1141b314a3,name,en,IT Uptime,LLM
sys_kpi_definitions,daffd79a-204e-44e3-9ddc-4809b4cb2ecf,name,en,Security Incidents,LLM
sys_kpi_definitions,590443ac-261d-4d29-ac77-93af0777996c,name,en,Compliance Score,LLM
sys_kpi_definitions,88d82622-7c50-48ef-a529-df551e02f029,name,en,Audit Findings,LLM
sys_kpi_definitions,5ff6d1ba-2cf1-465e-851f-066b342413a6,name,en,Time to Hire,LLM
sys_kpi_definitions,559d5c59-cadf-4cda-8c10-8d80f48c6668,name,en,Revenue per Employee,LLM
sys_kpi_definitions,9c51a914-a552-49b1-8e57-de595ed0d07d,name,en,Process Automation,LLM
sys_kpi_definitions,2319ee0d-8ad8-448f-875f-e6467d02837c,name,en,Productivity,LLM
sys_kpi_definitions,7df4588d-d836-42d8-bdc0-f90660290790,name,en,Quality,LLM
sys_kpi_definitions,bea71ff9-9d41-47ce-ad6f-1cd87e091384,name,en,Deadlines,LLM
sys_kpi_definitions,033a9432-3069-4830-8d2d-2486ee1c9898,name,en,Customers,LLM
sys_kpi_definitions,f3868368-7add-442f-94c3-da86395594a0,name,en,New Product Success Rate,LLM
sys_kpi_definitions,cb594fe3-a942-4c11-8158-7be88968e9a5,name,en,Overall Equipment Effectiveness,LLM
sys_kpi_definitions,2bde9584-2611-48dd-a0f4-b9e5d072fd02,name,en,Operational efficiency,LLM
sys_kpi_definitions,a0117bc8-ec23-415c-9403-456a1a9dce7e,name,en,Operational efficiency,LLM
sys_kpi_definitions,1f8a5f20-a607-4fcd-a979-9ded2fe07e33,name,en,Operational efficiency,LLM
sys_kpi_definitions,c32585ba-24fa-48ab-9850-a469a82041b2,name,en,Operational efficiency,LLM
sys_kpi_definitions,8646b09f-0cbb-417d-a87e-9357ba55cf00,name,en,Operational efficiency,LLM
sys_kpi_definitions,75c6abb7-4774-4167-9a65-a8c0abf09803,name,en,Operational efficiency,LLM
sys_kpi_definitions,52552ca4-3005-4378-a4a0-605f2d2ce37e,name,en,Operational efficiency,LLM
sys_kpi_definitions,a79a986a-3029-434b-82dc-ec3b1583e1c8,name,en,Operational efficiency,LLM
sys_kpi_definitions,68a932b0-4ec4-4705-8dc5-d8d39fed124c,name,en,Operational efficiency,LLM
sys_kpi_definitions,4a1d7265-3c58-4594-b00f-57a03b5eb438,name,en,Team collaboration,LLM
sys_kpi_definitions,544a4456-3229-4d34-b01a-86e7c8d16f6a,name,en,Team collaboration,LLM
sys_kpi_definitions,67dd45fd-adc1-4242-9a94-ae9bab5ab8b3,name,en,Team collaboration,LLM
sys_kpi_definitions,942dc5eb-16b1-4ec3-9e89-7c36b92b82f4,name,en,Team collaboration,LLM
sys_kpi_definitions,d3aff16f-8140-4f61-a3b3-c8958d27aa35,name,en,Team collaboration,LLM
sys_kpi_definitions,05910e14-b7d2-4d69-8c09-417861287fbd,name,en,Team collaboration,LLM
sys_kpi_definitions,961a2e7f-8806-49d3-b615-03e77eb0659c,name,en,Team collaboration,LLM
sys_kpi_definitions,b12a0e3b-02b9-4e1d-bec7-7157fbd5eee2,name,en,Team collaboration,LLM
sys_kpi_definitions,8e3173f2-535f-499c-b38c-867a8e4fd6f4,name,en,Team collaboration,LLM
sys_kpi_definitions,f7d35067-7086-4a2b-b5c3-4a2be4b482d1,name,en,Work quality,LLM
sys_kpi_definitions,ed0e9374-9fd4-44bb-b9a3-2bfcd2735443,name,en,Work quality,LLM
sys_kpi_definitions,8eb06f5c-a200-4ad5-888b-af9787e3f5a1,name,en,Work quality,LLM
sys_kpi_definitions,ae28575d-587d-49ce-bb42-9c9dd9026abb,name,en,Work quality,LLM
sys_kpi_definitions,15fb56ff-38c2-43ca-b9e9-4cb73ced1336,name,en,Work quality,LLM
sys_kpi_definitions,4cd57afa-7c61-4c01-951e-dbd5f130e486,name,en,Work quality,LLM
sys_kpi_definitions,b06689f5-3420-4f1e-9d16-4fb9a945e2e5,name,en,Work quality,LLM
sys_kpi_definitions,4dc57958-10e0-4940-905a-7f53eaca1628,name,en,Work quality,LLM
sys_kpi_definitions,f66a5313-349a-4c3c-bddf-e68ad32834d1,name,en,Work quality,LLM
sys_kpi_definitions,f0ed1bcd-104c-489b-a588-11eb8109f856,name,en,Reporting accuracy,LLM
sys_kpi_definitions,daad6327-44a4-4d8b-a3dc-03eefd5cffff,name,en,Risk assessment accuracy,LLM
sys_kpi_definitions,2435d5ad-3e5e-4d54-8671-207e639301a8,name,en,Transaction accuracy rate,LLM
sys_kpi_definitions,fe2b857a-66a5-449c-85f8-ad57b4550cb9,name,en,Plant Uptime %,LLM
sys_kpi_definitions,b5013ad7-885b-414e-88ef-5b79e368041c,description,en,Average time from application to credit disbursement,LLM
sys_kpi_definitions,93dda465-08fa-4e36-b4f5-a33943bac4b3,description,en,Percentage of defaulted loans over the disbursed portfolio,LLM
sys_kpi_definitions,9a66d974-aa96-42f3-b62c-f5adf5efea8d,description,en,Non-Performing Loans ratio over total loans,LLM
sys_kpi_definitions,8b2a59e6-fbf3-4935-ae1a-bfd10562e2ad,description,en,Total volume of loans disbursed in the period,LLM
sys_kpi_definitions,dd6429f9-87c6-49c4-8767-e522328c8015,description,en,Average processing time of a payment order,LLM
sys_kpi_definitions,afbe8314-ce3c-49cd-814f-e12c8804b459,description,en,Percentage of transactions with reconciliation errors,LLM
sys_kpi_definitions,7cc4e980-514a-4890-b47c-aec60d40aeb0,description,en,Number of transactions processed monthly,LLM
sys_kpi_definitions,64d0e624-a3a4-4877-ac5e-241f67fb29ab,description,en,Number of Suspicious Transaction Reports filed,LLM
sys_kpi_definitions,951d06ae-39cf-4ac9-b392-94d99a8b6bbc,description,en,Average response time to internal/external audit requests,LLM
